instruction,category
"my debit card did not work, I would like to erport payment issues",BILLING
wanna see my payments will ya help me,BILLING
i cant pay i want assistance reporting apayment issue,BILLING
"I want to see my fucking payments to the travel insurance company, how to do it?",BILLING
i got to schedule the fucking payments can i get some ehlp,BILLING
i have to check my payments to the health insurance company how can i do it,BILLING
how could I see your payment methods?,BILLING
need to check my fucking payments to the health insurance company could i get some help,BILLING
I'd like to make a transfer can uhelp  me,BILLING
i have to make a payment where ot do it,BILLING
can ya help me seeing my paymenmts to the auto insurance company,BILLING
"I'd like to make a fucking transfer, where can I do it?",BILLING
"I hqve to make fucking payments, how could I do it?",BILLING
can uhelp me check my fucking payments to the health insurance company,BILLING
need to make a fucking payment how can i do it,BILLING
can i schedule the paymens,BILLING
"I got to see my fucking payments to the auto insurance company, I need assitance",BILLING
I'd like to know about ur fucking payment methods where do i get more information,BILLING
i have to see ur payment opitons could ya help me,BILLING
"I want to pay by fucking credit card , help me",BILLING
"I have to check my payments to the pet insurance company, how do I do it?",BILLING
could uhelp me to schedule the payments,BILLING
i got to make fucking transfers can i get some help,BILLING
my card didnt work how do i report a payment iossue,BILLING
i cant pay how could i report payment  problems,BILLING
I need assistance checking your fucking payment methods,BILLING
need to make a fucking transfer can i get some help,BILLING
could you help me pay with a card?,BILLING
i cant make a transfer help me to report a payment issue,BILLING
"I'd like to make a transfer, can I get some help?",BILLING
"I would like to check my payments to the health insurance company, will you help me?",BILLING
"I'd like to make a fucking transfer, how can I do it?",BILLING
I need assistance checking my fucking payments to the travel insurance company,BILLING
I'd like to amke a fucking payment,BILLING
"I got to solve a payment problem, I need assistance",BILLING
could ya help me seeimg my payments to the life insurance company,BILLING
"I'd like to make transfers, will youhelp me?",BILLING
I'd ilke to see my fucking payments to the auto insurance company could i get some help,BILLING
"the payment didn't go through, I got to report payment issuews",BILLING
id likw to make a transfer help me,BILLING
"I got to notif of a fucking payment issue, how could I do it?",BILLING
"I got to check my payments to the travel insurance company, how do I do it?",BILLING
i canot make a payment how could i notify of a payment problem,BILLING
"I would like to pay with a fucking debit card, help me",BILLING
id like to schedule the fucking payments where could i do it,BILLING
"I need to make payments, where could I do ti?",BILLING
wanna check my fucking paymnets to the insurance company how do i do it,BILLING
i have to mak a payment where can i do it,BILLING
i have to schedule the payments i need assistance,BILLING
"I got to schedule the fucking payments, cah I get some help?",BILLING
"I want to see your fucking payment methods, how could I do it?",BILLING
I need help to notify of payment issues,BILLING
wanna pay with a fucking debit card help me,BILLING
"I have to pay, how to do it?",BILLING
i have to see my payments to the pet insurance compan where do i do it,BILLING
"I want to see my fucking payments to the health insurance company, where to do it?",BILLING
i cant make payments where could i report a payment isue,BILLING
im looking for information about ur fucking payment methods how can i find it,BILLING
wanna make a payment could uhelp me,BILLING
i need assistance seeing ur payment methods,BILLING
"I cannot make a payment , is it possible to notify of payment issues?",BILLING
i get a fucking error when i try to make a transfer i need assistance notiyfing of it,BILLING
"I didn't get a payment validation, report a payment problem",BILLING
i have to schedule the payments how could i do it,BILLING
"Igot to check my payments, will you help me?",BILLING
can ya help me make transfers,BILLING
i get an error when i try to make a transfer i wanna report it,BILLING
nedd to see my payments to the insurance company can uhelp me,BILLING
"I have to make a fucking payment, how do I do it?",BILLING
wanna pay with an fucking card where can i do it,BILLING
I got to see your payment methods,BILLING
id like to make a fucking pamyent could ya help me,BILLING
wanna know more about ur fucking payment options can ya find some information,BILLING
id like to know more about ur payment options find some information,BILLING
i want assistance to schedule the payments,BILLING
"my debit card was declined, I have to report payment issues",BILLING
"the payment failed, is it possible to report an payment issue?",BILLING
my credit card was declined help me to notify of paymenr issues,BILLING
i got to schedule the fucking payments help me,BILLING
"I'd like to schedule the payments, how to do it ?",BILLING
"I'd a fucking problem pzying with my debit card, help me to notify of it",BILLING
i have to pay with a credit card i need assistance,BILLING
can ya help me to make payments,BILLING
i have  to schedule the fucking payments will ya help me,BILLING
I'd loike to know more about ur fucking payment options find some information,BILLING
"my credit card didn't work, where can I report fucking payment issues?",BILLING
id like information about ur paynent options how could i get it,BILLING
i have to report payment issues where could i do it,BILLING
"I'd like to make a transfer, can you help me?",BILLING
can I see your fucking payment optinos?,BILLING
